id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,is_legendary,is_mythical,dex_number,tier,abilities,types,is_fully_evolved,has_recovery,has_setup,has_priority,has_pivot,has_hazards,has_status,total_moves,coverage_types,avg_power
500,emboar,fire,fighting,110,123,65,100,65,65,False,False,500,ZUBL,"Blaze, Reckless","Fire, Fighting",True,True,True,True,False,False,False,78,12,85.09
501,oshawott,water,,55,55,45,63,45,45,False,False,501,LC,"Torrent, Shell Armor",Water,False,True,True,True,True,False,False,52,9,68.79
502,dewott,water,,75,75,60,83,60,60,False,False,502,NFE,"Torrent, Shell Armor",Water,False,True,True,True,True,False,False,54,9,68.14
503,samurott,water,,95,100,85,108,70,70,False,False,503,ZU,"Torrent, Shell Armor",Water,True,True,True,True,True,False,False,69,10,75.0
522,blitzle,electric,,45,60,32,50,32,76,False,False,522,LC,"Lightning Rod, Motor Drive, Sap Sipper",Electric,False,True,True,True,True,False,True,45,6,70.83
523,zebstrika,electric,,75,100,63,80,63,116,False,False,523,ZU,"Lightning Rod, Motor Drive, Sap Sipper",Electric,True,True,True,True,True,False,True,52,7,78.79
529,drilbur,ground,,60,85,40,30,45,68,False,False,529,LC,"Sand Rush, Sand Force, Mold Breaker",Ground,False,True,True,False,False,True,False,41,9,68.12
530,excadrill,ground,steel,110,135,60,50,65,88,False,False,530,UU,"Sand Rush, Sand Force, Mold Breaker","Ground, Steel",True,True,True,False,False,True,False,52,9,76.56
532,timburr,fighting,,75,80,55,25,35,35,False,False,532,LC,"Guts, Sheer Force, Iron Fist",Fighting,False,True,True,True,False,False,False,50,10,80.37
533,gurdurr,fighting,,85,105,85,40,50,40,False,False,533,NFE,"Guts, Sheer Force, Iron Fist",Fighting,False,True,True,True,False,False,False,51,10,80.89
534,conkeldurr,fighting,,105,140,95,55,65,45,False,False,534,UU,"Guts, Sheer Force, Iron Fist",Fighting,True,True,True,True,False,False,False,60,11,82.64
540,sewaddle,bug,grass,45,53,70,40,60,42,False,False,540,LC,"Swarm, Chlorophyll, Overcoat","Bug, Grass",False,True,True,False,False,True,False,39,4,68.5
541,swadloon,bug,grass,55,63,90,50,80,42,False,False,541,NFE,"Leaf Guard, Chlorophyll, Overcoat","Bug, Grass",False,True,True,False,False,True,False,40,4,68.5
542,leavanny,bug,grass,75,103,80,70,80,92,False,False,542,ZU,"Swarm, Chlorophyll, Overcoat","Bug, Grass",True,True,True,False,False,False,False,60,10,73.0
546,cottonee,grass,fairy,40,27,60,37,50,66,False,False,546,LC,"Prankster, Infiltrator, Chlorophyll","Grass, Fairy",False,True,True,False,False,False,False,39,4,66.54
547,whimsicott,grass,fairy,60,67,85,77,75,116,False,False,547,ZU,"Prankster, Infiltrator, Chlorophyll","Grass, Fairy",True,True,True,False,False,False,False,52,7,78.64
548,petilil,grass,,45,35,50,70,50,30,False,False,548,LC,"Chlorophyll, Own Tempo, Leaf Guard",Grass,False,True,True,False,False,False,True,35,3,70.36
549,lilligant,grass,,70,60,75,110,75,90,False,False,549,ZU,"Chlorophyll, Own Tempo, Leaf Guard",Grass,True,True,True,False,False,False,True,44,4,83.33
550,basculin-red-striped,water,,70,92,65,80,55,98,False,False,550,ZU,"Reckless, Adaptability, Mold Breaker",Water,True,True,True,True,True,False,False,49,9,79.09
551,sandile,ground,dark,50,72,35,35,35,65,False,False,551,LC,"Intimidate, Moxie, Anger Point","Ground, Dark",False,True,True,False,False,True,False,52,12,74.03
552,krokorok,ground,dark,60,82,45,45,45,74,False,False,552,NFE,"Intimidate, Moxie, Anger Point","Ground, Dark",False,True,True,False,False,True,False,60,13,72.89
553,krookodile,ground,dark,95,117,80,65,70,92,False,False,553,RU,"Intimidate, Moxie, Anger Point","Ground, Dark",True,True,True,False,False,True,False,71,13,80.42
559,scraggy,dark,fighting,50,75,70,35,70,48,False,False,559,NFE,"Shed Skin, Moxie, Intimidate","Dark, Fighting",False,True,True,True,False,False,False,73,13,79.63
560,scrafty,dark,fighting,65,90,115,45,115,58,False,False,560,PU,"Shed Skin, Moxie, Intimidate","Dark, Fighting",True,True,True,True,False,False,False,81,13,83.78
570,zorua,dark,,40,65,40,80,40,65,False,False,570,LC,Illusion,Dark,False,True,True,True,False,False,False,56,10,71.22
571,zoroark,dark,,60,105,60,120,60,105,False,False,571,PU,Illusion,Dark,True,True,True,False,False,False,True,63,11,78.88
572,minccino,normal,,55,50,40,40,40,75,False,False,572,LC,"Cute Charm, Technician, Skill Link",Normal,False,True,True,False,False,False,True,49,9,71.4
573,cinccino,normal,,75,95,60,65,60,115,False,False,573,NU,"Cute Charm, Technician, Skill Link",Normal,True,True,True,False,False,False,True,56,11,78.06
574,gothita,psychic,,45,30,50,55,65,45,False,False,574,LC,"Frisk, Competitive, Shadow Tag",Psychic,False,True,True,False,False,False,True,55,7,71.82
575,gothorita,psychic,,60,45,70,75,85,55,False,False,575,NFE,"Frisk, Competitive, Shadow Tag",Psychic,False,True,True,False,False,False,True,51,7,73.33
576,gothitelle,psychic,,70,55,95,95,110,65,False,False,576,ZU,"Frisk, Competitive, Shadow Tag",Psychic,True,True,True,False,False,False,True,57,8,80.93
577,solosis,psychic,,45,30,40,105,50,20,False,False,577,LC,"Overcoat, Magic Guard, Regenerator",Psychic,False,True,True,False,False,False,True,49,7,73.33
578,duosion,psychic,,65,40,50,125,60,30,False,False,578,NFE,"Overcoat, Magic Guard, Regenerator",Psychic,False,True,True,False,False,False,True,49,7,73.33
579,reuniclus,psychic,,110,65,75,125,85,30,False,False,579,NU,"Overcoat, Magic Guard, Regenerator",Psychic,True,True,True,False,False,False,True,63,11,83.83
580,ducklett,water,flying,62,44,50,44,50,55,False,False,580,LC,"Keen Eye, Big Pecks, Hydration","Water, Flying",False,True,True,True,False,False,False,39,7,66.92
581,swanna,water,flying,75,87,63,87,63,98,False,False,581,ZU,"Keen Eye, Big Pecks, Hydration","Water, Flying",True,True,True,True,True,False,False,47,8,72.35
585,deerling,normal,grass,60,60,50,40,50,75,False,False,585,LC,"Chlorophyll, Sap Sipper, Serene Grace","Normal, Grass",False,True,True,False,False,False,True,44,8,74.09
586,sawsbuck,normal,grass,80,100,70,60,70,95,False,False,586,ZU,"Chlorophyll, Sap Sipper, Serene Grace","Normal, Grass",True,True,True,False,False,False,True,52,11,82.17
590,foongus,grass,poison,69,55,45,55,55,15,False,False,590,LC,"Effect Spore, Regenerator","Grass, Poison",False,True,True,False,False,False,True,39,7,69.74
591,amoonguss,grass,poison,114,85,70,85,80,30,False,False,591,PU,"Effect Spore, Regenerator","Grass, Poison",True,True,True,False,False,False,True,40,7,78.86
594,alomomola,water,,165,75,80,40,45,65,False,False,594,OU,"Healer, Hydration, Regenerator",Water,True,True,True,True,True,False,False,53,8,77.93
595,joltik,bug,electric,50,47,50,57,50,65,False,False,595,LC,"Compound Eyes, Unnerve, Swarm","Bug, Electric",False,True,True,True,True,False,True,42,6,65.74
596,galvantula,bug,electric,70,77,60,97,60,108,False,False,596,PU,"Compound Eyes, Unnerve, Swarm","Bug, Electric",True,True,True,True,True,True,True,47,6,71.83
602,tynamo,electric,,35,55,40,45,40,60,False,False,602,LC,Levitate,Electric,False,False,True,False,False,False,True,7,3,60.0
603,eelektrik,electric,,65,85,70,75,70,40,False,False,603,NFE,Levitate,Electric,False,True,True,False,True,False,True,42,8,73.85
604,eelektross,electric,,85,115,80,105,80,50,False,False,604,ZU,Levitate,Electric,True,True,True,False,True,False,True,69,16,82.5
607,litwick,ghost,fire,50,30,55,65,55,20,False,False,607,LC,"Flash Fire, Flame Body, Infiltrator","Ghost, Fire",False,True,True,False,False,False,False,47,8,77.6
608,lampent,ghost,fire,60,40,60,95,60,55,False,False,608,NFE,"Flash Fire, Flame Body, Infiltrator","Ghost, Fire",False,True,True,False,False,False,False,48,8,77.5
609,chandelure,ghost,fire,60,55,90,145,90,80,False,False,609,NU,"Flash Fire, Flame Body, Infiltrator","Ghost, Fire",True,True,True,False,False,False,False,51,8,81.55
610,axew,dragon,,46,87,60,30,40,57,False,False,610,LC,"Rivalry, Mold Breaker, Unnerve",Dragon,False,True,True,True,False,False,False,54,13,74.85
611,fraxure,dragon,,66,117,70,40,50,67,False,False,611,NFE,"Rivalry, Mold Breaker, Unnerve",Dragon,False,True,True,False,False,False,False,50,12,73.17
612,haxorus,dragon,,76,147,90,60,70,97,False,False,612,RUBL,"Rivalry, Mold Breaker, Unnerve",Dragon,True,True,True,False,False,False,False,58,12,78.65
613,cubchoo,ice,,55,70,40,60,40,40,False,False,613,LC,"Snow Cloak, Slush Rush, Rattled",Ice,False,True,True,False,False,False,False,57,12,70.49
614,beartic,ice,,95,130,80,70,80,50,False,False,614,ZU,"Snow Cloak, Slush Rush, Swift Swim",Ice,True,True,True,True,False,False,False,74,12,78.26
615,cryogonal,ice,,80,50,50,95,135,105,False,False,615,ZU,Levitate,Ice,True,True,True,True,False,False,False,46,9,78.21
619,mienfoo,fighting,,45,85,50,55,50,65,False,False,619,LC,"Inner Focus, Regenerator, Reckless",Fighting,False,True,True,True,False,False,False,50,8,74.19
620,mienshao,fighting,,65,125,60,95,60,105,False,False,620,RU,"Inner Focus, Regenerator, Reckless",Fighting,True,True,True,True,False,False,False,56,9,76.34
622,golett,ground,ghost,59,74,50,35,50,35,False,False,622,LC,"Iron Fist, Klutz, No Guard","Ground, Ghost",False,True,True,False,False,True,False,60,12,78.06
623,golurk,ground,ghost,89,124,80,55,80,55,False,False,623,PU,"Iron Fist, Klutz, No Guard","Ground, Ghost",True,True,True,False,False,True,False,75,13,83.65
624,pawniard,dark,steel,45,85,70,40,40,60,False,False,624,LC,"Defiant, Inner Focus, Pressure","Dark, Steel",False,True,True,True,False,True,True,53,11,71.67
625,bisharp,dark,steel,65,125,100,60,70,70,False,False,625,RU,"Defiant, Inner Focus, Pressure","Dark, Steel",False,True,True,False,False,True,True,55,11,78.44
627,rufflet,normal,flying,70,83,50,37,50,60,False,False,627,NFE,"Keen Eye, Sheer Force, Hustle","Normal, Flying",False,True,True,False,False,False,False,43,7,75.8
628,braviary,normal,flying,100,123,75,57,75,80,False,False,628,NU,"Keen Eye, Sheer Force, Defiant","Normal, Flying",True,True,True,False,False,False,False,48,8,84.83
629,vullaby,dark,flying,70,55,75,45,65,60,False,False,629,LC,"Big Pecks, Overcoat, Weak Armor","Dark, Flying",False,True,True,False,False,False,True,46,6,73.64
630,mandibuzz,dark,flying,110,65,105,55,95,80,False,False,630,UU,"Big Pecks, Overcoat, Weak Armor","Dark, Flying",True,True,True,False,False,False,True,54,7,79.66
633,deino,dark,dragon,52,65,50,45,50,38,False,False,633,LC,Hustle,"Dark, Dragon",False,True,True,False,False,False,True,46,11,77.76
634,zweilous,dark,dragon,72,85,70,65,70,58,False,False,634,NFE,Hustle,"Dark, Dragon",False,True,True,False,False,False,True,46,8,75.18
635,hydreigon,dark,dragon,92,105,90,125,90,98,False,False,635,UU,Levitate,"Dark, Dragon",True,True,True,False,False,True,True,72,13,79.2
636,larvesta,bug,fire,55,85,55,50,55,60,False,False,636,LC,"Flame Body, Swarm","Bug, Fire",False,True,True,False,False,False,False,42,7,77.07
637,volcarona,bug,fire,85,60,65,135,105,100,False,False,637,Uber,"Flame Body, Swarm","Bug, Fire",True,True,True,False,False,False,False,53,8,80.27
638,cobalion,steel,fighting,91,90,129,90,72,108,True,False,638,UU,Justified,"Steel, Fighting",True,True,True,True,True,True,True,57,8,80.67
639,terrakion,rock,fighting,91,129,90,72,90,108,True,False,639,RU,Justified,"Rock, Fighting",True,True,True,True,False,True,False,53,8,78.48
640,virizion,grass,fighting,91,90,72,90,129,108,True,False,640,ZU,Justified,"Grass, Fighting",True,True,True,True,False,False,False,56,7,80.59
641,tornadus-incarnate,flying,,79,115,70,125,80,111,True,False,641,NU,"Prankster, Defiant",Flying,True,True,True,False,False,False,False,56,12,81.71
642,thundurus-incarnate,electric,flying,79,115,70,125,80,111,True,False,642,RUBL,"Prankster, Defiant","Electric, Flying",True,True,True,False,True,False,True,63,11,80.95
643,reshiram,dragon,fire,100,120,100,150,120,90,True,False,643,Uber,Turboblaze,"Dragon, Fire",True,True,True,False,False,False,False,64,11,85.0
644,zekrom,dragon,electric,100,150,120,120,100,90,True,False,644,Uber,Teravolt,"Dragon, Electric",True,True,True,False,True,True,True,69,11,84.78
645,landorus-incarnate,ground,flying,89,125,90,115,80,101,True,False,645,Uber,"Sand Force, Sheer Force","Ground, Flying",True,True,True,False,False,True,False,52,10,85.5
646,kyurem,dragon,ice,125,130,90,130,90,95,True,False,646,OU,Pressure,"Dragon, Ice",True,True,True,False,False,False,False,61,11,79.02
647,keldeo-ordinary,water,fighting,91,72,90,129,90,108,False,True,647,UU,Justified,"Water, Fighting",True,True,True,True,True,False,False,56,9,77.79
648,meloetta-aria,normal,psychic,100,77,77,128,128,90,False,True,648,NU,Serene Grace,"Normal, Psychic",True,True,True,True,False,False,True,67,12,80.54
650,chespin,grass,,56,61,65,48,45,38,False,False,650,LC,"Overgrow, Bulletproof",Grass,False,True,True,False,False,True,False,61,13,73.06
651,quilladin,grass,,61,78,95,56,58,57,False,False,651,NFE,"Overgrow, Bulletproof",Grass,False,True,True,False,False,True,False,67,13,73.55
652,chesnaught,grass,fighting,88,107,122,74,75,64,False,False,652,RU,"Overgrow, Bulletproof","Grass, Fighting",True,True,True,False,False,True,False,87,14,79.34
653,fennekin,fire,,40,45,40,62,60,60,False,False,653,LC,"Blaze, Magician",Fire,False,True,True,False,False,False,False,48,6,75.87
654,braixen,fire,,59,59,58,90,70,73,False,False,654,NFE,"Blaze, Magician",Fire,False,True,True,False,False,False,False,52,8,75.96
655,delphox,fire,psychic,75,69,72,114,100,104,False,False,655,PU,"Blaze, Magician","Fire, Psychic",True,True,True,False,False,False,False,73,10,84.1
656,froakie,water,,41,56,40,62,44,71,False,False,656,LC,"Torrent, Protean",Water,False,True,True,True,False,True,False,49,10,66.45
657,frogadier,water,,54,63,52,83,56,97,False,False,657,NFE,"Torrent, Protean",Water,False,True,True,True,False,True,False,53,11,68.33
658,greninja,water,dark,72,95,67,103,71,122,False,False,658,UU,"Torrent, Protean, Battle Bond","Water, Dark",True,True,True,True,False,True,False,66,12,72.61
661,fletchling,normal,flying,45,50,43,40,38,62,False,False,661,LC,"Big Pecks, Gale Wings","Normal, Flying",False,True,True,True,False,False,False,38,5,73.81
662,fletchinder,fire,flying,62,73,55,56,52,84,False,False,662,NFE,"Flame Body, Gale Wings","Fire, Flying",False,True,True,True,False,False,False,41,5,72.69
663,talonflame,fire,flying,78,81,71,74,69,126,False,False,663,UU,"Flame Body, Gale Wings","Fire, Flying",True,True,True,True,False,False,False,46,7,79.17
664,scatterbug,bug,,38,35,40,27,25,35,False,False,664,LC,"Shield Dust, Compound Eyes, Friend Guard",Bug,False,False,False,False,False,False,False,9,2,56.0
665,spewpa,bug,,45,22,60,27,30,29,False,False,665,NFE,"Shed Skin, Friend Guard",Bug,False,False,True,False,False,False,False,7,2,60.0
666,vivillon,bug,flying,80,52,50,90,50,89,False,False,666,ZU,"Shield Dust, Compound Eyes, Friend Guard","Bug, Flying",True,True,True,False,False,False,True,41,7,77.5
667,litleo,fire,normal,62,50,58,73,54,72,False,False,667,LC,"Rivalry, Unnerve, Moxie","Fire, Normal",False,True,True,False,False,False,False,46,8,74.0
668,pyroar-male,fire,normal,86,68,72,109,66,106,False,False,668,ZU,"Rivalry, Unnerve, Moxie","Fire, Normal",True,True,True,False,False,False,False,49,8,78.43
669,flabebe,fairy,,44,38,39,61,79,42,False,False,669,LC,"Flower Veil, Symbiosis",Fairy,False,True,True,False,False,False,False,45,6,69.58
670,floette,fairy,,54,45,47,75,98,52,False,False,670,NFE,"Flower Veil, Symbiosis",Fairy,False,True,True,False,False,False,False,46,6,69.58
671,florges,fairy,,78,65,68,112,154,75,False,False,671,PU,"Flower Veil, Symbiosis",Fairy,True,True,True,False,False,False,False,46,6,81.88
672,skiddo,grass,,66,65,48,62,57,52,False,False,672,LC,"Sap Sipper, Grass Pelt",Grass,False,True,True,False,False,False,False,49,9,72.93
673,gogoat,grass,,123,100,62,97,81,68,False,False,673,ZU,"Sap Sipper, Grass Pelt",Grass,True,True,True,False,False,False,False,53,11,80.0
677,espurr,psychic,,62,48,54,63,60,68,False,False,677,LC,"Keen Eye, Infiltrator, Own Tempo",Psychic,False,True,True,False,False,False,True,43,7,69.5
678,meowstic-male,psychic,,74,48,76,83,81,104,False,False,678,ZU,"Keen Eye, Infiltrator, Prankster",Psychic,True,True,True,True,False,False,True,57,8,73.7
686,inkay,dark,psychic,53,54,53,37,46,45,False,False,686,LC,"Contrary, Suction Cups, Infiltrator","Dark, Psychic",False,True,True,False,False,False,False,57,10,70.69
687,malamar,dark,psychic,86,92,88,68,75,73,False,False,687,ZU,"Contrary, Suction Cups, Infiltrator","Dark, Psychic",True,True,True,False,False,False,False,64,11,75.15
690,skrelp,poison,water,50,60,60,60,60,30,False,False,690,LC,"Poison Point, Poison Touch, Adaptability","Poison, Water",False,True,True,False,True,True,True,49,10,70.61
691,dragalge,poison,dragon,65,75,90,97,123,44,False,False,691,PUBL,"Poison Point, Poison Touch, Adaptability","Poison, Dragon",True,True,True,False,True,True,True,52,11,80.27
692,clauncher,water,,50,53,62,58,63,44,False,False,692,LC,Mega Launcher,Water,False,True,True,True,True,False,False,44,12,73.91
693,clawitzer,water,,71,73,88,120,89,59,False,False,693,ZU,Mega Launcher,Water,True,True,True,True,True,False,False,49,13,80.14
700,sylveon,fairy,,95,65,65,110,130,60,False,False,700,NU,"Cute Charm, Pixilate",Fairy,True,True,True,True,False,False,False,51,7,77.14
701,hawlucha,fighting,flying,78,92,75,74,63,118,False,False,701,RUBL,"Limber, Unburden, Mold Breaker","Fighting, Flying",True,True,True,True,False,False,False,71,13,83.49
702,dedenne,electric,fairy,67,58,57,81,67,101,False,False,702,ZU,"Cheek Pouch, Pickup, Plus","Electric, Fairy",True,True,True,False,True,False,True,52,6,73.52
703,carbink,rock,fairy,50,50,150,50,150,50,False,False,703,ZU,"Clear Body, Sturdy","Rock, Fairy",True,True,True,False,False,True,False,52,7,81.6
704,goomy,dragon,,45,50,35,55,75,40,False,False,704,LC,"Sap Sipper, Hydration, Gooey",Dragon,False,True,True,False,False,False,False,32,10,74.75
705,sliggoo,dragon,,68,75,53,83,113,60,False,False,705,NFE,"Sap Sipper, Hydration, Gooey",Dragon,False,True,True,False,False,False,True,36,10,76.88
706,goodra,dragon,,90,100,70,110,150,80,False,False,706,NU,"Sap Sipper, Hydration, Gooey",Dragon,True,True,True,False,False,False,True,61,13,82.6
707,klefki,steel,fairy,57,80,91,80,87,75,False,False,707,NU,"Prankster, Magician","Steel, Fairy",True,True,True,False,False,True,True,45,7,80.75
708,phantump,ghost,grass,43,70,48,50,60,38,False,False,708,LC,"Natural Cure, Frisk, Harvest","Ghost, Grass",False,True,True,True,False,False,False,56,9,74.5
709,trevenant,ghost,grass,85,110,76,65,82,56,False,False,709,ZU,"Natural Cure, Frisk, Harvest","Ghost, Grass",True,True,True,True,False,False,True,70,11,81.5
712,bergmite,ice,,55,69,85,32,35,28,False,False,712,LC,"Own Tempo, Ice Body, Sturdy",Ice,False,True,True,False,False,False,False,36,8,67.86
713,avalugg,ice,,95,117,184,44,46,28,False,False,713,NU,"Own Tempo, Ice Body, Sturdy",Ice,True,True,True,False,False,False,False,47,8,78.75
714,noibat,flying,dragon,40,30,35,45,40,55,False,False,714,LC,"Frisk, Infiltrator, Telepathy","Flying, Dragon",False,True,True,False,False,False,False,49,11,77.12
715,noivern,flying,dragon,85,70,80,97,80,123,False,False,715,RU,"Frisk, Infiltrator, Telepathy","Flying, Dragon",True,True,True,False,False,False,False,61,12,81.79
719,diancie,rock,fairy,50,100,150,100,150,50,False,True,719,RU,Clear Body,"Rock, Fairy",True,True,True,False,False,True,False,62,7,79.67
720,hoopa,psychic,ghost,80,110,60,150,130,70,False,True,720,PU,Magician,"Psychic, Ghost",True,True,True,False,False,False,True,64,12,84.72
721,volcanion,fire,water,80,110,120,130,90,70,False,True,721,RUBL,Water Absorb,"Fire, Water",True,True,True,False,False,False,False,63,11,87.73
722,rowlet,grass,flying,68,55,55,50,50,42,False,False,722,LC,"Overgrow, Long Reach","Grass, Flying",False,True,True,True,False,False,False,53,5,66.29
723,dartrix,grass,flying,78,75,75,70,70,52,False,False,723,NFE,"Overgrow, Long Reach","Grass, Flying",False,True,True,True,False,False,False,55,5,66.29
724,decidueye,grass,ghost,78,107,75,100,100,70,False,False,724,NU,"Overgrow, Long Reach","Grass, Ghost",True,True,True,True,False,False,False,85,8,78.37
725,litten,fire,,45,65,40,60,40,70,False,False,725,LC,"Blaze, Intimidate",Fire,False,True,True,False,True,False,False,46,9,69.93
726,torracat,fire,,65,85,50,80,50,90,False,False,726,NFE,"Blaze, Intimidate",Fire,False,True,True,False,True,False,False,46,9,69.93
727,incineroar,fire,dark,95,115,90,80,90,60,False,False,727,NU,"Blaze, Intimidate","Fire, Dark",True,True,True,False,True,False,False,77,12,79.05
728,popplio,water,,50,54,54,66,56,40,False,False,728,LC,"Torrent, Liquid Voice",Water,False,True,True,True,True,False,False,43,5,67.59
729,brionne,water,,60,69,69,91,81,50,False,False,729,NFE,"Torrent, Liquid Voice",Water,False,True,True,True,True,False,False,44,5,68.21
730,primarina,water,fairy,80,74,74,126,116,60,False,False,730,OU,"Torrent, Liquid Voice","Water, Fairy",True,True,True,True,True,False,False,64,8,76.19
731,pikipek,normal,flying,35,75,30,30,30,65,False,False,731,LC,"Keen Eye, Skill Link, Pickup","Normal, Flying",False,True,True,False,False,False,False,43,8,71.79
732,trumbeak,normal,flying,55,85,50,40,50,75,False,False,732,NFE,"Keen Eye, Skill Link, Pickup","Normal, Flying",False,True,True,False,False,False,False,45,8,69.83
733,toucannon,normal,flying,80,120,75,75,75,60,False,False,733,ZU,"Keen Eye, Skill Link, Sheer Force","Normal, Flying",True,True,True,False,False,False,False,57,9,78.21
734,yungoos,normal,,48,70,30,30,30,45,False,False,734,LC,"Stakeout, Strong Jaw, Adaptability",Normal,False,True,True,False,False,False,False,42,11,72.92
735,gumshoos,normal,,88,110,60,55,60,45,False,False,735,ZU,"Stakeout, Strong Jaw, Adaptability",Normal,True,True,True,False,False,False,False,55,12,78.82
736,grubbin,bug,,47,62,45,55,45,46,False,False,736,LC,Swarm,Bug,False,True,True,False,True,True,True,35,6,69.52
737,charjabug,bug,electric,57,82,95,55,75,36,False,False,737,NFE,Battery,"Bug, Electric",False,True,True,False,True,True,True,39,6,71.36
738,vikavolt,bug,electric,77,70,90,145,75,43,False,False,738,ZU,Levitate,"Bug, Electric",True,True,True,False,True,True,True,54,9,80.29
739,crabrawler,fighting,,47,82,57,42,47,63,False,False,739,LC,"Hyper Cutter, Iron Fist, Anger Point",Fighting,False,True,True,True,False,False,False,51,11,80.59
740,crabominable,fighting,ice,97,132,77,62,67,43,False,False,740,ZU,"Hyper Cutter, Iron Fist, Anger Point","Fighting, Ice",True,True,True,True,False,False,False,59,11,83.62
741,oricorio-baile,fire,flying,75,70,70,98,70,93,False,False,741,ZU,Dancer,"Fire, Flying",True,True,True,False,False,False,False,45,6,66.67
742,cutiefly,bug,fairy,40,45,40,55,40,84,False,False,742,NFE,"Honey Gather, Shield Dust, Sweet Veil","Bug, Fairy",False,True,True,False,False,True,False,48,7,66.96
743,ribombee,bug,fairy,60,55,60,95,70,124,False,False,743,RU,"Honey Gather, Shield Dust, Sweet Veil","Bug, Fairy",True,True,True,False,False,True,False,58,7,73.28
744,rockruff,rock,,45,65,40,30,40,60,False,False,744,LC,"Keen Eye, Vital Spirit, Steadfast, Own Tempo",Rock,False,True,True,False,False,True,False,45,10,77.5
745,lycanroc-midday,rock,,75,115,65,55,65,112,False,False,745,ZU,"Keen Eye, Sand Rush, Steadfast",Rock,True,True,True,True,False,True,False,56,11,73.18
747,mareanie,poison,water,50,53,62,43,52,45,False,False,747,LC,"Merciless, Limber, Regenerator","Poison, Water",False,True,True,False,False,True,True,42,8,69.23
748,toxapex,poison,water,50,63,152,53,142,35,False,False,748,UU,"Merciless, Limber, Regenerator","Poison, Water",True,True,True,False,False,True,True,45,10,76.0
749,mudbray,ground,,70,100,70,45,55,45,False,False,749,LC,"Own Tempo, Stamina, Inner Focus",Ground,False,True,True,False,False,True,False,39,5,77.61
750,mudsdale,ground,,100,125,100,55,85,35,False,False,750,PU,"Own Tempo, Stamina, Inner Focus",Ground,True,True,True,False,False,True,False,45,6,83.28
751,dewpider,water,bug,38,40,52,40,72,27,False,False,751,LC,"Water Bubble, Water Absorb","Water, Bug",False,True,True,False,False,True,False,42,8,71.15
752,araquanid,water,bug,68,70,92,50,132,42,False,False,752,NU,"Water Bubble, Water Absorb","Water, Bug",True,True,True,False,False,True,False,48,8,77.07
753,fomantis,grass,,40,55,35,50,35,35,False,False,753,LC,"Leaf Guard, Contrary",Grass,False,True,True,False,False,False,False,39,4,70.0
754,lurantis,grass,,70,105,90,80,90,45,False,False,754,ZU,"Leaf Guard, Contrary",Grass,True,True,True,False,False,False,False,48,6,77.5
757,salandit,poison,fire,48,44,40,71,40,77,False,False,757,LC,"Corrosion, Oblivious","Poison, Fire",False,True,True,False,False,True,True,55,8,73.75
758,salazzle,poison,fire,68,64,60,111,60,117,False,False,758,PU,"Corrosion, Oblivious","Poison, Fire",True,True,True,False,False,True,True,67,9,76.31
761,bounsweet,grass,,42,30,38,30,38,32,False,False,761,LC,"Leaf Guard, Oblivious, Sweet Veil",Grass,False,True,True,False,False,False,False,40,4,73.16
762,steenee,grass,,52,40,48,40,48,62,False,False,762,NFE,"Leaf Guard, Oblivious, Sweet Veil",Grass,False,True,True,False,False,False,False,43,7,70.87
763,tsareena,grass,,72,120,98,50,98,72,False,False,763,NU,"Leaf Guard, Queenly Majesty, Sweet Veil",Grass,True,True,True,False,False,False,False,54,8,80.48
764,comfey,fairy,,51,52,90,82,110,100,False,False,764,RUBL,"Flower Veil, Triage, Natural Cure",Fairy,True,True,True,False,False,False,False,56,7,67.78
765,oranguru,normal,psychic,90,60,80,90,110,60,False,False,765,ZU,"Inner Focus, Telepathy, Symbiosis","Normal, Psychic",True,True,True,False,False,False,False,62,10,84.26
766,passimian,fighting,,100,120,90,40,60,80,False,False,766,PU,"Receiver, Defiant",Fighting,True,True,True,True,False,False,False,61,12,78.47
769,sandygast,ghost,ground,55,55,80,70,45,15,False,False,769,LC,"Water Compaction, Sand Veil","Ghost, Ground",False,True,True,False,False,True,False,54,10,69.79
770,palossand,ghost,ground,85,75,110,100,75,35,False,False,770,PU,"Water Compaction, Sand Veil","Ghost, Ground",True,True,True,False,False,True,False,52,10,76.92
774,minior-red-meteor,rock,flying,60,60,100,60,100,60,False,False,774,ZU,Shields Down,"Rock, Flying",True,True,True,False,False,True,False,45,9,85.74
775,komala,normal,,65,115,65,75,95,65,False,False,775,ZU,Comatose,Normal,True,True,True,True,False,False,False,57,13,81.41
778,mimikyu-disguised,ghost,fairy,55,90,80,50,105,96,False,False,778,RU,Disguise,"Ghost, Fairy",True,True,True,True,False,False,True,57,10,78.39
779,bruxish,water,psychic,68,105,70,70,70,92,False,False,779,PU,"Dazzling, Strong Jaw, Wonder Skin","Water, Psychic",True,True,True,True,True,False,False,52,7,77.03
782,jangmo-o,dragon,,45,55,65,45,45,45,False,False,782,LC,"Bulletproof, Soundproof, Overcoat",Dragon,False,True,True,False,False,False,False,45,7,78.54
783,hakamo-o,dragon,fighting,55,75,90,65,70,65,False,False,783,NFE,"Bulletproof, Soundproof, Overcoat","Dragon, Fighting",False,True,True,True,False,False,False,55,9,76.61
